user_id,watch_time_hours,avg_session_mins,top_genres,num_sessions,completion_rate,weekend_watch_ratio
USR-6941,37.86,58.41,"[""Romance"", ""Crime"", ""Drama"", ""Documentary"", ""Mystery""]",31,0.866,0.369
USR-7700,24.94,62.16,"[""Mystery"", ""Adventure"", ""Sci-Fi"", ""Romance""]",29,0.902,0.538
USR-8516,27.57,62.11,"[""Sci-Fi"", ""Romance"", ""Drama"", ""Crime"", ""Documentary""]",23,0.665,0.446
USR-10136,6.27,49.15,"[""Drama""]",2,0.504,0.606
USR-8518,30.67,55.03,"[""Romance"", ""Drama"", ""Crime"", ""Documentary"", ""Adventure""]",24,0.754,0.345
USR-2463,35.82,89.79,"[""Action"", ""Sci-Fi"", ""Crime""]",23,0.845,0.276
USR-3888,34.45,81.12,"[""Sci-Fi"", ""Action"", ""Thriller""]",19,0.887,0.3
USR-5512,7.15,,"[""Comedy"", ""Animation"", ""Romance""]",18,0.549,0.276
USR-1685,41.06,92.23,"[""Thriller"", ""Sci-Fi"", ""Action""]",31,0.947,0.5
USR-8377,32.27,40.39,"[""Mystery"", ""Sci-Fi"", ""Adventure"", ""Drama"", ""Romance""]",35,0.897,0.252
USR-8890,25.1,58.75,"[""Mystery"", ""Sci-Fi"", ""Adventure"", ""Documentary""]",25,0.711,0.306
USR-2367,36.7,93.6,"[""Action"", ""Sci-Fi"", ""Thriller"", ""Crime""]",25,0.658,0.442
USR-4917,11.34,21.92,"[""Animation""]",19,0.627,0.42
USR-3640,29.14,81.73,"[""Action"", ""Thriller""]",20,0.945,0.309
USR-10952,4.81,10.0,"[""Drama""]",2,0.442,0.55
USR-10132,5.15,30.54,"[""Comedy""]",8,0.326,0.651
USR-10041,2.88,34.96,"[""Drama""]",4,0.382,0.792
USR-3301,21.82,103.14,"[""Sci-Fi"", ""Thriller""]",28,0.813,0.54
USR-3939,35.53,106.72,"[""Action"", ""Sci-Fi"", ""Thriller"", ""Crime""]",23,0.851,0.352
USR-6823,7.08,28.25,"[""Animation"", ""Comedy""]",21,0.592,0.4
USR-9751,2.73,52.55,"[""Family""]",9,0.298,0.72
USR-7524,14.42,55.6,"[""Adventure"", ""Crime"", ""Drama"", ""Romance"", ""Silent Cinema""]",23,0.823,0.484
USR-2980,41.23,76.72,"[""Action"", ""Sci-Fi"", ""Thriller""]",30,0.837,0.509
USR-4804,6.92,33.16,"[""Animation""]",28,0.466,0.222
USR-10299,2.39,45.65,"[""Drama""]",5,0.36,0.789
USR-6365,5.14,22.21,"[""Comedy"", ""Animation""]",12,0.786,0.4
USR-5672,9.04,23.35,"[""Animation"", ""Comedy"", ""Romance""]",23,0.441,0.446
USR-5837,6.85,24.22,"[""Animation"", ""Comedy""]",24,0.631,0.472
USR-3281,31.98,115.16,"[""Thriller"", ""Sci-Fi""]",23,0.655,0.541
USR-10833,3.95,29.48,"[""Family"", ""Drama""]",4,0.227,0.834
USR-5953,9.91,15.81,"[""Comedy""]",14,0.587,0.193
USR-7821,20.14,43.24,"[""Romance"", ""Documentary"", ""Adventure"", ""Drama"", ""Crime""]",30,0.707,0.468
USR-5131,10.41,29.33,"[""Comedy""]",16,0.609,0.434
USR-7203,25.92,59.98,"[""Sci-Fi"", ""Adventure"", ""Documentary""]",18,0.794,0.484
USR-10908,1.99,34.58,"[""Drama"", ""Family""]",6,0.363,0.719
USR-2785,36.32,90.88,"[""Sci-Fi"", ""Action"", ""Adventure""]",26,0.871,0.277
USR-4183,42.17,-59.84075094454631,"[""Action"", ""Sci-Fi""]",37,0.788,0.507
USR-1495,37.37,91.29,"[""Action"", ""Sci-Fi"", ""Thriller""]",30,0.93,0.497
USR-8661,33.01,53.45,"[""Drama"", ""Documentary"", ""Crime"", ""Mystery"", ""Sci-Fi""]",24,0.721,0.619
USR-3861,46.58,99.65,"[""Sci-Fi"", ""Thriller""]",21,0.926,0.441
USR-7180,18.74,61.93,"[""Adventure"", ""Drama"", ""Crime"", ""Romance"", ""Sci-Fi""]",12,0.726,0.616
USR-5042,8.2,24.83,"[""Comedy"", ""Animation""]",16,0.735,0.369
USR-8345,23.69,77.48,"[""Adventure"", ""Documentary"", ""Sci-Fi""]",32,0.769,0.578
USR-3898,51.36,85.92,"[""Action"", ""Sci-Fi"", ""Thriller""]",27,0.866,0.178
USR-1367,48.76,95.6,"[""Thriller"", ""Action"", ""Sci-Fi""]",17,0.826,0.352
USR-1850,41.2,91.45,"[""Action"", ""Thriller"", ""Sci-Fi""]",24,0.826,0.37
USR-10574,3.33,34.67,"[""Family"", ""Comedy""]",8,0.48,0.804
USR-6475,5.97,22.38,"[""Comedy"", ""Animation"", ""Romance""]",13,0.567,0.326
USR-7930,24.94,66.49,"[""Mystery"", ""Adventure"", ""Sci-Fi""]",32,0.727,0.267
USR-3654,38.51,117.71,"[""Sci-Fi"", ""Action"", ""Thriller""]",19,1.0,0.404
USR-4504,6.89,16.17,"[""Comedy""]",23,0.687,0.393
USR-2542,36.8,113.13,"[""Thriller"", ""Action""]",7,0.891,0.492
USR-5263,5.98,20.09,"[""Comedy"", ""Animation""]",17,0.56,0.265
USR-9960,3.76,31.63,"[""Family""]",8,0.206,0.753
USR-1323,,101.77,"[""Thriller"", ""Sci-Fi"", ""Action""]",24,1.0,0.337
USR-3032,,93.31,"[""Sci-Fi"", ""Action"", ""Thriller""]",23,0.951,0.307
USR-1814,43.27,104.65,"[""Action"", ""Sci-Fi""]",16,0.77,0.316
USR-8740,34.05,70.86,"[""Drama"", ""Adventure"", ""Crime"", ""Sci-Fi""]",24,0.668,0.252
USR-10471,1.93,32.16,"[""Comedy"", ""Drama""]",8,0.393,0.7
USR-10291,2.79,30.82,"[""Family"", ""Comedy""]",8,0.382,0.699
USR-2080,39.31,89.45,"[""Thriller"", ""Sci-Fi"", ""Action""]",26,0.828,0.479
USR-3227,37.19,96.42,"[""Thriller"", ""Sci-Fi"", ""Action"", ""Crime""]",25,0.884,0.626
USR-10232,2.97,37.69,"[""Drama"", ""Family""]",3,0.374,0.739
USR-9432,3.04,34.47,"[""Family""]",10,0.551,0.681
USR-3706,40.61,100.01,"[""Sci-Fi"", ""Thriller"", ""Action"", ""Crime""]",17,0.82,0.379
USR-7983,27.42,45.37,"[""Mystery"", ""Romance"", ""Documentary""]",23,0.755,0.591
USR-6156,12.68,16.18,"[""Animation"", ""Comedy""]",19,0.636,0.397
USR-2165,29.0,111.93,"[""Action"", ""Thriller"", ""Crime""]",22,0.872,0.398
USR-4262,6.73,22.09,"[""Comedy"", ""Animation""]",16,0.694,0.332
USR-2572,42.807566611769914,87.5,"[""Thriller"", ""Sci-Fi"", ""Action""]",24,0.821,0.396
USR-2451,37.19,88.11,"[""Thriller"", ""Sci-Fi""]",29,1.0,0.458
USR-4863,10.46,35.86,"[""Animation"", ""Comedy""]",29,0.705,0.421
USR-9516,2.58,40.57,"[""Comedy"", ""Drama""]",5,0.252,0.558
USR-10237,5.41,32.41,"[""Family""]",6,0.372,0.615
USR-8287,23.67,54.33,"[""Adventure"", ""Sci-Fi"", ""Drama"", ""Documentary"", ""Mystery""]",19,0.753,0.61
USR-9046,25.09,59.55,"[""Romance"", ""Documentary"", ""Adventure""]",30,0.832,0.544
USR-9248,27.19,49.62,"[""Adventure"", ""Documentary"", ""Sci-Fi""]",25,0.673,0.268
USR-8304,20.85,71.55,"[""Sci-Fi"", ""Adventure"", ""Crime"", ""Romance"", ""Documentary""]",24,0.777,0.42
USR-7769,26.1,69.21,"[""Crime"", ""Adventure"", ""Sci-Fi"", ""Documentary"", ""Romance""]",20,0.906,0.508
USR-6383,5.05,,"[""Animation""]",17,0.623,0.326
USR-5057,10.88,14.49,"[""Animation"", ""Comedy"", ""Romance""]",22,0.673,0.34
USR-10609,3.23,36.15,"[""Comedy""]",4,0.113,0.769
USR-4000,35.47,92.4,"[""Sci-Fi"", ""Thriller"", ""Crime""]",39,0.747,0.361
USR-10119,1.25,,"[""Family""]",6,0.2,1.0
USR-2232,38.52,81.63,"[""Sci-Fi"", ""Action"", ""Thriller""]",22,0.941,0.434
USR-2515,48.67,87.38,"[""Sci-Fi"", ""Action""]",24,0.732,0.31
USR-3314,39.67,101.71,"[""Action"", ""Sci-Fi"", ""Crime""]",26,0.929,0.184
USR-2452,53.9,96.89,"[""Action"", ""Thriller"", ""Sci-Fi""]",25,0.612,0.293
USR-5550,4.49,33.71,"[""Comedy""]",16,0.595,0.169
USR-6859,8.44,24.26,"[""Comedy""]",13,0.771,0.409
USR-9623,,10.0,"[""Comedy""]",6,0.182,0.618
USR-10047,5.73,33.0,"[""Drama"", ""Comedy""]",6,0.27,0.625
USR-1839,35.09,110.29,"[""Sci-Fi"", ""Action""]",22,0.737,0.368
USR-4587,9.426439001351065,19.1,"[""Comedy"", ""Animation""]",26,0.598,0.324
USR-8008,14.45,51.33,"[""Mystery"", ""Drama"", ""Documentary""]",34,0.685,0.542
USR-10198,4.13,37.71,"[""Family""]",7,0.579,0.724
USR-9595,2.95,24.11,"[""Family""]",8,0.429,0.659
USR-4568,6.87,20.61,"[""Animation"", ""Comedy""]",9,0.614,0.238
USR-10360,2.77,54.39,"[""Family""]",4,0.24,0.676
USR-4088,43.82,78.98,"[""Thriller"", ""Sci-Fi""]",31,0.981,0.324
USR-9736,2.91,46.92,"[""Family""]",8,0.332,0.592
USR-2715,38.77,94.8,"[""Thriller"", ""Sci-Fi""]",22,0.834,0.528
USR-1340,43.43,90.15,"[""Thriller"", ""Sci-Fi"", ""Crime""]",26,0.635,0.446
USR-7889,34.93,66.51,"[""Drama"", ""Crime"", ""Documentary""]",29,0.931,0.39
USR-7080,,,,12,0.798,0.338
USR-6235,8.5,27.86,"[""Animation"", ""Comedy""]",16,0.497,0.392
USR-9237,23.85,54.87,"[""Drama"", ""Sci-Fi"", ""Documentary"", ""Crime""]",25,0.551,0.511
USR-6019,7.1,24.99,"[""Comedy"", ""Animation"", ""Romance""]",22,0.647,0.348
USR-1589,45.51,95.7,"[""Action"", ""Sci-Fi"", ""Thriller""]",24,0.927,0.34
USR-4366,10.64,15.6,"[""Animation"", ""Comedy""]",20,0.575,0.469
USR-3671,30.89,76.81,"[""Sci-Fi"", ""Action""]",25,0.684,0.553
USR-4590,9.68,20.8,"[""Comedy"", ""Animation""]",17,0.825,0.341
USR-1035,45.09,109.73,"[""Thriller"", ""Action"", ""Crime""]",27,0.982,0.287
USR-1029,29.39,111.45,"[""Action"", ""Sci-Fi""]",19,0.768,0.508
USR-10623,2.25,36.96,"[""Drama""]",4,0.347,0.827
USR-8208,16.16,65.26,"[""Sci-Fi"", ""Romance"", ""Adventure"", ""Crime"", ""Documentary""]",26,0.826,0.521
USR-3171,28.61,92.3,"[""Action"", ""Sci-Fi""]",29,0.862,0.449
USR-6258,8.46,20.74,"[""Comedy""]",20,0.545,0.436
USR-5772,8.17,17.96,"[""Comedy"", ""Animation""]",24,0.466,0.355
USR-1890,34.73,91.56,"[""Sci-Fi"", ""Thriller""]",19,0.873,0.609
USR-8773,23.8,61.19,"[""Documentary"", ""Crime"", ""Romance""]",22,0.855,0.488
USR-4323,4.25,24.41,"[""Comedy"", ""Animation""]",18,0.523,0.398
USR-10492,2.89,37.64,"[""Comedy"", ""Drama""]",5,0.511,0.821
USR-4515,7.3,18.8,"[""Animation"", ""Comedy"", ""Romance""]",27,0.586,0.265
USR-7581,24.59,58.8,"[""Crime"", ""Documentary"", ""Romance"", ""Sci-Fi""]",31,0.906,0.493
USR-9440,,29.81,"[""Family"", ""Comedy""]",3,0.487,0.639
USR-6488,8.19,28.97,"[""Animation"", ""Comedy""]",20,0.572,0.277
USR-4734,9.49,26.87,"[""Animation""]",23,0.95,0.422
USR-10561,0.78,45.37,"[""Comedy"", ""Drama""]",4,0.467,0.726
USR-8245,31.25,59.71,"[""Crime"", ""Drama"", ""Romance""]",22,0.838,0.443
USR-2655,30.23,88.01,"[""Sci-Fi"", ""Thriller"", ""Adventure""]",22,0.796,0.404
USR-6271,,22.5,"[""Animation"", ""Comedy""]",24,0.699,0.426
USR-7499,28.54,55.83,"[""Sci-Fi"", ""Mystery"", ""Drama"", ""Adventure""]",24,0.723,0.354
USR-1224,37.82,85.5,"[""Thriller"", ""Action"", ""Crime""]",26,0.873,0.394
USR-10329,2.53,47.93,"[""Comedy""]",6,0.359,0.559
USR-5538,5.21,22.04,"[""Comedy"", ""Animation""]",25,0.631,0.4
USR-5240,7.13,21.74,"[""Comedy""]",24,0.814,0.331
USR-2591,36.98,98.29,"[""Action"", ""Sci-Fi"", ""Thriller""]",22,0.778,0.246
USR-7122,17.1,70.64,"[""Mystery"", ""Drama"", ""Sci-Fi""]",25,0.828,0.43
USR-4257,7.3,26.79,"[""Comedy""]",21,0.686,0.292
USR-7587,23.09,55.6,"[""Romance"", ""Adventure"", ""Documentary"", ""Drama"", ""Mystery""]",35,0.593,0.669
USR-5880,8.37,28.14,"[""Comedy"", ""Animation""]",15,0.762,0.548
USR-3182,43.22,81.36,"[""Action"", ""Sci-Fi""]",33,0.935,0.308
USR-7962,27.37,67.5,"[""Documentary"", ""Drama"", ""Mystery""]",17,0.8,0.414
USR-6028,10.32,30.93,"[""Animation"", ""Comedy""]",18,0.567,0.342
USR-10200,4.35,32.58,"[""Comedy""]",2,0.276,0.732
USR-5900,6.74,26.58,"[""Comedy"", ""Animation"", ""Romance""]",26,0.705,0.307
USR-2210,29.39,100.01,"[""Thriller"", ""Action""]",22,0.956,0.391
USR-1422,38.09,123.72,"[""Sci-Fi"", ""Thriller"", ""Action""]",25,0.715,0.214
USR-9833,2.59,28.79,[],3,0.312,0.664
USR-2707,42.83,85.97,"[""Sci-Fi"", ""Action"", ""Crime""]",24,0.848,0.581
USR-2159,50.33,96.52,"[""Sci-Fi"", ""Thriller""]",23,0.755,0.181
USR-3307,42.9,73.09,"[""Action"", ""Sci-Fi""]",30,0.841,0.727
USR-1274,39.5,123.38,"[""Thriller"", ""Action"", ""Sci-Fi"", ""Adventure""]",22,0.656,0.417
USR-1172,28.02,80.13,"[""Action"", ""Thriller""]",15,1.0,0.307
USR-4957,6.82,28.6,"[""Animation"", ""Comedy""]",26,0.728,0.315
USR-8847,20.43,43.35,"[""Mystery"", ""Crime"", ""Adventure"", ""Romance""]",19,0.905,0.386
USR-4189,38.37,85.08,"[""Action"", ""Thriller"", ""Sci-Fi""]",24,0.873,0.394
USR-2726,21.16,77.83,"[""Thriller"", ""Action"", ""Sci-Fi"", ""Adventure""]",25,0.881,0.345
USR-5398,4.52,32.49,"[""Comedy""]",21,0.611,0.324
USR-6919,24.87,35.0,"[""Mystery"", ""Documentary"", ""Adventure""]",16,0.761,0.583
USR-2565,26.89,98.32,"[""Action"", ""Sci-Fi""]",33,0.805,0.314
USR-2783,40.62,94.81,"[""Sci-Fi"", ""Action"", ""Thriller""]",37,0.8,0.564
USR-1844,32.9,115.53,"[""Thriller"", ""Action"", ""Sci-Fi""]",27,0.911,0.426
USR-10441,3.55,29.76,"[""Drama"", ""Comedy""]",6,0.393,0.964
USR-5565,8.05,21.08,"[""Animation"", ""Comedy""]",12,0.805,0.432
USR-1905,27.32,94.5,"[""Sci-Fi"", ""Action""]",13,0.732,0.42
USR-9615,2.4,34.74,"[""Comedy"", ""Family""]",5,0.401,0.845
USR-10769,2.8,27.14,"[""Drama"", ""Comedy""]",8,0.398,0.743
USR-7401,29.32,44.21,"[""Romance"", ""Adventure"", ""Drama"", ""Sci-Fi"", ""Mystery""]",33,0.737,0.449
USR-2548,36.61,114.8,"[""Action"", ""Sci-Fi"", ""Thriller""]",20,0.912,0.422
USR-3081,30.89,93.02,"[""Thriller"", ""Sci-Fi"", ""Action""]",19,0.961,0.306
USR-9110,30.43,71.01,"[""Documentary"", ""Adventure"", ""Drama"", ""Mystery"", ""Romance""]",27,0.677,0.323
USR-4986,8.4,20.79,"[""Comedy"", ""Animation"", ""Romance""]",26,0.701,0.469
USR-9689,5.73,39.5,"[""Family"", ""Drama""]",6,0.366,0.823
USR-6360,11.37,22.93,"[""Comedy""]",23,0.649,0.363
USR-7339,26.94,65.63,"[""Romance"", ""Crime"", ""Sci-Fi""]",15,0.804,0.39
USR-9234,,44.56,"[""Documentary"", ""Adventure"", ""Crime"", ""Sci-Fi"", ""Drama""]",28,0.846,0.373
USR-9295,30.08,49.73,"[""Documentary"", ""Crime"", ""Mystery""]",32,0.843,0.55
USR-4821,8.25,21.4,"[""Animation"", ""Comedy""]",21,0.643,0.28
USR-3647,41.52,97.25,"[""Thriller"", ""Action"", ""Sci-Fi""]",22,0.836,0.428
USR-7177,,66.95,"[""Crime"", ""Romance"", ""Sci-Fi"", ""Esports Highlights""]",33,0.753,0.498
USR-8326,25.76,56.54,"[""Documentary"", ""Adventure"", ""Sci-Fi"", ""Romance"", ""Crime""]",27,0.736,0.524
USR-9187,27.37,57.41,"[""Sci-Fi"", ""Mystery"", ""Adventure"", ""Documentary"", ""Drama""]",27,0.746,0.422
USR-10877,4.75,30.19,"[""Family""]",7,0.372,0.826
USR-5252,10.61019649038505,16.58,"[""Comedy"", ""Animation""]",26,0.694,0.343
USR-7215,29.38,37.54,"[""Documentary"", ""Romance"", ""Sci-Fi"", ""Drama""]",18,0.858,0.644
USR-3156,20.88,86.89,"[""Action"", ""Sci-Fi""]",20,0.846,0.458
USR-7868,36.4,62.06,"[""Sci-Fi"", ""Documentary"", ""Romance""]",24,0.862,0.391
USR-4716,4.82,25.8,"[""Comedy""]",18,0.728,0.351
USR-5058,11.19,23.4,"[""Comedy"", ""Animation""]",17,0.611,0.353
USR-9449,3.68,42.62,"[""Family"", ""Drama""]",5,0.373,0.869
USR-4103,45.22,113.57,"[""Action"", ""Thriller"", ""Sci-Fi""]",18,0.819,0.367
USR-1559,32.05,94.09,"[""Sci-Fi"", ""Thriller""]",23,0.756,0.25
USR-6690,5.89,27.53,"[""Animation"", ""Comedy""]",28,0.561,0.314
USR-9139,,47.33,"[""Documentary"", ""Romance"", ""Drama"", ""Adventure"", ""Crime""]",20,0.677,0.396
USR-2437,32.17,82.75,"[""Action"", ""Thriller""]",23,0.765,0.396
USR-1508,44.71,99.55,"[""Sci-Fi"", ""Thriller"", ""Action"", ""Slow TV""]",26,0.941,0.462
USR-2870,35.8,100.68,"[""Action"", ""Thriller""]",23,0.794,0.53
USR-1756,36.0,94.05,"[""Thriller"", ""Sci-Fi""]",31,0.699,0.504
USR-6546,12.52,17.34,"[""Animation"", ""Comedy"", ""Romance""]",21,0.562,0.359
USR-5051,1.0,19.87,"[""Animation""]",18,0.603,0.395
USR-6376,5.31,29.09,"[""Comedy"", ""Animation"", ""Romance""]",13,0.616,0.277
USR-4837,10.12,26.69,"[""Animation""]",16,0.711,0.222
USR-3119,24.9,104.48,"[""Sci-Fi"", ""Thriller"", ""Action""]",19,0.855,0.494
USR-9150,29.76,62.64,"[""Crime"", ""Mystery"", ""Sci-Fi"", ""Adventure"", ""Documentary""]",33,0.753,0.34
USR-10435,2.1,19.25,,9,0.541,0.801
USR-1502,29.02,80.73,"[""Action"", ""Sci-Fi"", ""Thriller"", ""Adventure""]",25,0.834,0.442
USR-7408,28.72,60.11,"[""Crime"", ""Sci-Fi"", ""Mystery"", ""Drama"", ""Adventure""]",27,0.68,0.514
USR-10792,4.98,27.55,"[""Drama""]",10,0.378,0.644
USR-2540,36.64,81.66,"[""Action"", ""Sci-Fi""]",21,1.0,0.601
USR-8798,33.57,55.81,"[""Adventure"", ""Drama"", ""Sci-Fi""]",22,0.738,0.463
USR-2212,34.4,95.42,"[""Thriller"", ""Action""]",28,0.847,0.423
USR-10218,2.25,41.56,"[""Family"", ""Comedy""]",6,0.333,0.78
USR-1673,47.77,84.77,"[""Sci-Fi"", ""Thriller""]",16,0.848,0.33
USR-4378,6.79,24.83,"[""Comedy""]",18,0.552,0.362
USR-9877,3.83,34.66,"[""Drama""]",6,0.342,0.432
USR-2465,33.71,103.41,"[""Sci-Fi"", ""Thriller"", ""Action"", ""Crime""]",17,0.8,0.241
USR-2193,35.18,68.35,"[""Sci-Fi"", ""Thriller"", ""Action""]",32,0.828,0.4
USR-8146,25.52,42.61,"[""Documentary"", ""Crime"", ""Romance"", ""Drama"", ""Mystery""]",28,0.716,0.265
USR-2873,30.39,80.77,"[""Thriller"", ""Action""]",20,0.99,0.505
USR-4591,6.55,29.43,"[""Comedy"", ""Animation""]",15,0.759,0.312
USR-7884,31.09,38.87,"[""Sci-Fi"", ""Mystery"", ""Crime"", ""Drama"", ""Romance""]",23,0.737,0.455
USR-1506,41.38,92.45,"[""Thriller"", ""Action""]",32,0.815,0.653
USR-1244,36.44,64.57,"[""Sci-Fi"", ""Action"", ""Thriller""]",29,0.918,0.549
USR-1507,32.12,121.41,"[""Thriller"", ""Sci-Fi"", ""Action""]",34,0.867,0.474
USR-9282,21.61,61.37,"[""Documentary"", ""Drama"", ""Adventure"", ""Mystery""]",29,0.677,0.417
USR-8014,40.99,68.9,"[""Documentary"", ""Sci-Fi"", ""Crime"", ""Romance""]",24,0.884,0.617
USR-6925,20.59,64.22,"[""Crime"", ""Mystery"", ""Adventure"", ""Documentary"", ""Drama""]",26,0.762,0.507
USR-10393,2.54,46.29,"[""Comedy""]",5,0.363,0.773
USR-2774,38.79,96.3,"[""Thriller"", ""Action"", ""Adventure""]",16,1.0,0.518
USR-9617,2.4,40.46,"[""Drama""]",8,0.196,0.649
USR-6021,3.8,21.56,"[""Animation"", ""Comedy""]",18,0.665,0.329
USR-1798,40.29,126.89,"[""Thriller"", ""Sci-Fi"", ""Adventure""]",23,0.825,0.432
USR-8291,27.21,54.78,"[""Sci-Fi"", ""Documentary"", ""Drama""]",15,0.633,0.184
USR-8234,29.48,55.4,"[""Adventure"", ""Crime"", ""Documentary"", ""Drama""]",23,0.768,0.549
USR-3830,49.84,99.07,"[""Sci-Fi"", ""Thriller"", ""Action""]",26,0.934,0.392
USR-10415,3.34,26.32,"[""Family"", ""Drama""]",7,0.291,0.538
USR-9830,1.12,16.54,"[""Family"", ""Drama""]",6,0.601,0.68
USR-1313,32.13,92.04,"[""Thriller"", ""Sci-Fi"", ""Crime""]",27,0.835,0.285
USR-1747,40.46,105.33,"[""Thriller"", ""Action"", ""Sci-Fi""]",20,0.879,0.346
USR-4570,6.54,19.58,,15,0.654,0.123
USR-1791,44.38,109.13,"[""Sci-Fi"", ""Thriller"", ""Action""]",27,0.803,0.518
USR-3477,46.07,97.61,"[""Sci-Fi"", ""Thriller"", ""Action"", ""Adventure""]",25,0.776,0.31
USR-10421,2.85,40.21,"[""Comedy""]",5,0.425,0.848
USR-3571,38.55,83.83,"[""Sci-Fi"", ""Action"", ""Thriller""]",23,0.943,0.502
USR-10290,4.49,45.24,"[""Drama""]",9,0.399,0.695
USR-6338,7.99,21.39,"[""Animation""]",19,0.687,0.369
USR-5356,11.23,25.02,"[""Animation"", ""Comedy""]",19,0.833,0.389
USR-3164,38.87,77.05,"[""Action"", ""Thriller"", ""Sci-Fi""]",27,0.94,0.331
USR-9619,0.89,18.69,"[""Comedy""]",5,0.4,0.559
USR-7484,24.05,57.09,"[""Romance"", ""Documentary"", ""Sci-Fi"", ""Adventure""]",20,0.772,0.324
USR-1381,43.76,95.02,"[""Sci-Fi"", ""Thriller"", ""Action"", ""Adventure""]",28,1.0,0.212
USR-10249,4.04,33.8,"[""Family"", ""Drama""]",6,0.401,0.666
USR-2293,34.74,100.74,"[""Sci-Fi"", ""Thriller"", ""Action""]",27,0.69,0.479
USR-2913,48.02,95.09,"[""Action"", ""Sci-Fi""]",12,0.887,0.394
USR-1600,40.03,95.46,"[""Action"", ""Thriller""]",16,0.771,0.478
USR-4893,7.51,30.26,"[""Animation""]",12,0.704,0.381
USR-5142,8.7,31.89,"[""Comedy"", ""Animation""]",29,0.643,0.293
USR-2653,43.29,91.9,"[""Thriller"", ""Action""]",26,0.924,0.401
USR-9317,0.57,26.31,"[""Family"", ""Comedy""]",10,0.34,0.741
USR-2894,41.18,100.0,"[""Sci-Fi"", ""Action"", ""Thriller""]",33,0.76,0.373
USR-2945,36.23,91.7,"[""Sci-Fi"", ""Thriller"", ""Action"", ""Slow TV""]",33,0.71,0.576
USR-4396,12.98,29.82,"[""Comedy""]",29,0.539,0.391
USR-6607,3.56,27.75,"[""Animation"", ""Comedy"", ""Romance""]",24,0.512,0.32
USR-5363,7.64,31.3,"[""Comedy"", ""Animation""]",18,0.537,0.42
USR-10868,3.85,43.49,"[""Drama"", ""Family""]",5,0.359,0.553
USR-1376,,98.19,"[""Sci-Fi"", ""Action"", ""Thriller""]",22,0.88,0.401
USR-2967,44.41,99.48,"[""Thriller"", ""Sci-Fi""]",26,0.919,0.429
USR-4958,6.84,24.28,"[""Comedy"", ""Animation"", ""Romance""]",28,0.57,0.142
USR-8302,24.89,54.48,"[""Mystery"", ""Documentary"", ""Sci-Fi"", ""Romance""]",32,0.897,0.593
USR-5424,7.58,27.51,"[""Comedy"", ""Animation""]",22,0.469,0.507
USR-8648,19.4,50.55,"[""Drama"", ""Sci-Fi"", ""Adventure"", ""Crime"", ""Romance""]",21,0.882,0.454
USR-5610,8.95,20.05,"[""Comedy"", ""Animation""]",20,0.46,0.484
USR-6282,9.7,17.83,"[""Animation"", ""Comedy""]",18,0.767,0.559
USR-8538,34.6,50.57,"[""Crime"", ""Sci-Fi"", ""Romance""]",30,0.728,0.472
USR-2472,42.0,64.03,"[""Sci-Fi"", ""Action""]",16,0.938,0.376
USR-4347,8.64,27.25,"[""Comedy"", ""Animation"", ""Romance""]",16,0.516,0.192
USR-10924,0.97,34.53,"[""Comedy""]",6,0.432,0.723
USR-3854,34.15,94.94,"[""Thriller"", ""Sci-Fi"", ""Action""]",23,0.974,0.3
USR-10083,2.77,44.41,"[""Comedy"", ""Drama""]",4,0.504,0.571
USR-10874,2.01,28.1,"[""Drama""]",4,0.238,0.535
USR-7612,16.55,61.18,"[""Crime"", ""Drama"", ""Romance"", ""Adventure"", ""Mystery""]",32,0.763,0.434
USR-5063,5.13,22.22,"[""Animation""]",25,0.618,0.295
USR-5907,6.56,26.3,"[""Animation""]",26,0.686,0.296
USR-5307,7.51,27.11,"[""Comedy""]",23,0.647,0.274
USR-5990,14.0,25.68,"[""Animation"", ""Comedy""]",22,0.645,0.197
USR-8416,16.57,52.02,"[""Documentary"", ""Adventure"", ""Sci-Fi""]",34,0.901,0.543
USR-6398,4.67,30.94,"[""Animation"", ""Comedy""]",19,0.58,0.335
USR-4991,3.91,27.25,"[""Animation"", ""Comedy""]",18,0.673,0.321
USR-2050,50.62,,"[""Action"", ""Thriller""]",28,0.766,0.517
USR-7324,21.65,60.63,"[""Adventure"", ""Mystery"", ""Sci-Fi""]",21,0.974,0.579
USR-6455,10.16,21.69,"[""Animation"", ""Comedy""]",18,0.695,0.295
USR-9040,42.8,48.73,"[""Drama"", ""Sci-Fi"", ""Mystery"", ""Crime"", ""Romance""]",26,0.673,0.451
USR-3036,33.93,78.04,"[""Action"", ""Sci-Fi"", ""Adventure""]",27,1.0,0.322
USR-5040,10.48,25.06,"[""Comedy""]",16,0.48,0.343
USR-10958,4.65,25.26,"[""Family"", ""Comedy""]",5,0.474,0.784
USR-10450,4.0,24.55,"[""Drama"", ""Family""]",10,0.251,0.501
USR-2973,35.88,85.19,"[""Action"", ""Sci-Fi""]",20,0.839,0.424
USR-5885,8.63,12.16,"[""Comedy""]",24,0.657,0.549
USR-3100,71.59,,"[""Thriller"", ""Sci-Fi"", ""Adventure""]",17,0.709,0.592
USR-2500,56.01,102.91,"[""Action"", ""Thriller"", ""Sci-Fi"", ""Adventure""]",29,0.895,0.408
USR-8101,28.46,71.41,"[""Crime"", ""Adventure"", ""Mystery"", ""Drama"", ""Sci-Fi""]",32,0.657,0.754
